trivial,shift,scale,shape
-5.04453,2.68659,0.949976,0.911024
0.0238038,1.32039,-4.4205,-1.16589
3.048,2.34959,-0.7706,0.579469
-2.33383,0.903903,-1.92025,0.027756
-0.118489,2.77268,-0.31957,-2.09531
0.698676,1.96121,-0.349594,0.378028
-2.36391,1.8364,0.640124,-2.16138
-0.00796038,0.990605,2.60834,1.49613
2.07966,1.44811,-0.186011,0.320489
0.607882,2.90528,0.580447,-1.21777
0.319454,2.93814,-0.898799,-0.607344
0.182918,2.55866,-0.672457,-0.590993
-1.53831,-0.140061,-5.18558,0.523632
-1.17817,-0.104224,1.5842,-0.140756
-0.010897,1.36812,-0.948766,-0.379377
-1.19069,-1.2143,-2.07354,0.655535
2.35003,-0.853451,-1.20987,-0.893501
-0.233562,2.01757,-0.405332,0.338049
0.443462,3.66986,0.363952,-0.0264824
-2.00801,1.83416,-0.832055,0.297562
0.435199,1.67119,-1.72518,0.419107
1.38475,2.39284,0.131041,0.833813
-3.83122,1.48924,1.31335,-0.835438
-0.683653,-0.997075,-0.245768,-0.666672
0.133414,1.34658,-2.13875,0.663272
-0.328536,2.00608,-0.290266,-1.08115
0.619702,1.81073,1.49062,-0.53733
-0.255388,0.62461,-0.615662,0.284536
0.348565,2.60416,0.133742,2.19355
0.667806,3.03959,-0.0180086,0.0157487
1.89362,-1.19356,-1.76983,-0.204482
-2.88771,-0.168959,0.404399,0.39823
1.21227,2.17723,0.95285,0.353035
-1.17003,1.6619,-1.018,-0.749088
-0.60565,3.06583,-0.211004,-0.129346
0.696961,2.78144,-1.10131,-1.34736
-0.674572,2.3204,-0.535026,-0.861045
-1.77661,1.57113,-2.13655,-0.287818
1.36836,-0.809135,-0.00231459,-0.509456
-1.25904,1.90678,-2.80959,0.611251
-1.32192,1.55394,-0.26389,0.127125
-0.436041,1.37111,-0.970445,0.728287
1.33304,1.42603,-1.26421,0.0379146
0.0641757,1.81049,1.68216,-0.0157037
0.397607,2.2917,0.924732,-0.524464
1.70884,2.09415,0.121998,1.15351
1.67165,1.38829,-0.659839,-0.0449441
-0.397937,1.65805,-0.384603,0.20665
-0.463178,2.83727,0.27866,-0.986885
-0.150116,1.38144,-4.99531,0.348671
1.67834,1.29602,1.07384,-0.530935
-0.186216,2.71426,1.02932,0.458377
0.404534,0.933522,2.78786,0.197994
-2.13106,3.26038,-0.054571,-0.193642
-0.60602,2.9421,0.493122,0.0914674
2.48546,1.53139,-1.22641,-0.975248
1.21294,0.608902,-0.111054,-1.3681
0.11907,1.98019,4.54239,-0.141771
-0.83398,0.72301,0.64063,0.503849
-1.45756,2.35998,0.844771,-0.298555
-0.0462095,2.96956,-0.25423,-0.0328991
1.75593,2.04693,-1.98617,-1.60433
-0.266685,-0.00837587,-0.0907314,0.81686
0.164423,1.88768,-0.0280779,0.172519
-1.35935,1.912,1.01357,-0.689949
0.856124,2.11245,-0.403044,0.509053
-0.295377,2.60231,-4.24316,-0.240653
2.08953,2.41565,-3.07875,-0.0435983
-1.0565,1.60315,-4.77569,-0.112693
-0.334668,0.473797,0.560891,0.47749
-4.31093,0.475317,-1.64086,-0.766879
1.08257,1.78712,-2.21228,-1.07936
-2.5983,0.304339,1.13803,1.05718
0.832912,2.21515,-0.899731,0.118575
0.603509,3.20645,0.630675,-0.638821
1.83647,3.17963,-0.0904422,0.214369
-1.13503,1.89336,-0.985778,-0.912555
0.813887,0.729371,1.12978,-1.40051
-1.5546,1.94664,-0.467423,-0.796256
-2.48032,2.43633,0.0757126,-1.24299
1.46289,-0.190692,2.28943,0.313915
-2.5999,2.18946,-3.9112,-1.01293
-0.212818,3.08868,-0.379628,-0.153202
-0.223229,2.4839,0.413342,0.887045
0.710242,1.68343,-0.757442,0.80734
-0.30258,1.26856,-0.531797,-0.47458
-1.43676,1.71604,0.137805,-0.25676
0.161894,3.00681,-0.802629,-0.405811
-3.20607,1.69018,0.323697,-0.325474
-0.325797,1.98903,-0.131388,0.772843
0.905946,1.11092,-0.696823,0.167986
0.378544,2.55012,-0.147603,0.183804
0.241002,1.96373,3.77236,-0.0303882
-1.1417,-1.69382,-0.630134,-0.238483
1.72269,1.52004,1.50573,-0.437411
0.057149,2.33104,-0.161029,1.07122
1.46847,2.61663,-0.172668,-0.0334207
-0.992571,1.23179,2.29788,0.646531
-1.99193,0.0180286,1.91349,-1.42949
1.90016,0.562493,0.466301,0.0264819
-2.34026,1.3611,-0.802144,-0.731053
1.24383,2.96949,1.27137,-0.718819
1.56203,1.53177,-0.781699,-1.10855
0.57281,2.98741,0.446517,0.695449
-1.31727,0.707021,-0.160875,-0.322258
4.09615,3.07746,-0.263142,-1.46859
1.60705,3.01597,2.58153,0.455566
-0.657617,1.59304,-0.0202031,-0.0231651
-1.32817,1.75088,2.62063,-0.463393
-1.0694,2.17382,-0.49206,-0.852821
-0.14048,1.33384,-0.0168315,0.419923
-0.539963,1.62842,0.452382,-1.71377
-1.32035,1.45362,0.197984,-0.165443
1.75687,2.56885,-0.787876,0.420395
1.42774,0.634952,-0.0871749,0.601844
-0.432624,0.377083,-0.212481,-0.128256
0.373392,3.60541,1.3659,-0.209383
0.122906,-0.31594,-0.93059,-0.11324
1.17208,1.73537,-0.218957,0.859861
-2.58972,2.11313,5.81248,0.446834
1.10107,-1.10813,-1.96728,0.437738
0.594655,1.36797,-0.974051,0.814538
-0.00302043,0.357737,3.12077,0.535676
1.04704,2.37496,0.318032,-0.398255
-0.389258,1.2689,1.05568,-0.382115
-0.387062,1.99393,0.886356,-0.0182051
0.417843,1.08771,-0.902709,0.72984
-0.14307,-0.404091,-2.00214,-0.142939
0.458476,2.62821,-0.29554,0.332736
1.04849,2.05958,-0.920068,-0.643368
0.236129,1.69518,1.83738,0.647062
-1.56973,2.43802,0.00998543,1.07727
0.702518,2.22198,0.318419,-0.717777
-1.93526,3.14883,0.43018,1.69364
1.23218,1.90764,-0.239212,-1.18569
-0.767268,1.61587,1.71253,0.152436
0.55484,1.95439,0.945025,-0.292117
0.738934,2.17954,0.969531,0.325419
0.199077,1.51976,-1.42806,0.834245
3.49736,2.04506,1.33687,-0.305875
1.40487,2.36356,0.522119,-1.90267
-1.34491,1.48881,-0.513009,-0.35118
0.115617,-2.41761,0.6432,0.793621
1.23694,2.17742,-0.997939,0.332302
-0.436399,1.20514,-0.159785,-0.349776
0.180757,2.72716,-1.71546,-0.478176
-0.388586,2.97521,-1.07177,-0.116704
2.1907,1.29783,-0.00561588,-0.309274
-2.01833,2.06105,-0.176886,-0.130705
-1.18176,-1.37337,0.49348,-0.120305
-0.589749,2.13672,-0.597427,0.655993
0.777392,2.29179,-0.937672,-1.05284
-1.42902,2.81242,-0.96418,-1.68483
-0.104566,3.77125,3.03951,-1.26748
-2.2253,1.9476,0.272587,1.18332
1.99881,1.2336,0.125933,0.120043
-0.808431,0.133917,-0.380664,0.948231
-1.89721,2.04641,-3.16166,1.984
-0.54442,2.79316,-0.0801296,0.599881
1.67004,2.40672,1.50421,-0.437717
0.930206,-1.56152,-0.636142,-0.253584
-0.588379,-0.822377,-0.152207,1.35245
0.86065,2.83502,-0.769387,1.15635
-1.98659,1.6301,-1.35008,-0.690258
-1.01658,0.471984,-0.667714,-0.0646365
1.17969,2.68661,1.43483,-1.57681
-0.863796,1.87496,-0.238262,1.14138
2.09965,0.326988,-0.195255,0.3674
-0.385235,1.96179,0.357697,1.16614
0.0369286,0.615686,-0.758918,-2.28265
-0.608385,0.688648,-3.31798,-0.55821
-0.729999,1.49359,-0.304591,0.314199
0.696887,2.11421,3.42547,-1.26181
-2.81604,1.09476,-1.37906,1.5671
0.275683,-0.0661273,-0.319664,0.570563
1.35452,1.40995,-0.814393,-0.684995
-0.492708,3.13756,0.175822,0.682578
1.02653,0.769223,6.61167,0.11864
-1.02751,2.63759,-1.46524,0.039011
0.366759,2.62913,1.39426,0.58611
1.11628,1.95444,0.208481,1.26422
-0.10833,0.733739,0.284932,0.806662
2.6985,0.871348,-3.14768,2.1304
-1.43693,2.90007,-0.496555,-0.916355
0.518782,2.14012,-2.72222,-0.40357
-2.51986,1.35486,1.19593,-0.95065
0.548952,2.366,-2.39828,0.301364
0.400002,3.5498,0.608114,-0.145471
-4.15354,1.8625,3.24902,0.679957
2.91149,-1.283,1.25874,0.152329
1.54794,1.22927,-0.276956,-0.25029
-2.15019,1.26948,-0.965759,-1.28422
2.82918,0.654988,0.283062,-0.617271
-1.61834,-0.653916,-0.814668,0.506487
1.21099,2.02458,-0.476708,0.118937
0.37045,1.21722,-0.0874386,0.060369
1.09523,2.42821,0.47066,0.308902
-0.549067,0.925246,0.324719,0.122016
0.126764,2.23663,-0.74249,-0.403951
-0.332937,-0.192148,-0.355645,-0.437824
-0.744816,1.97443,3.46725,0.533579
0.127213,0.89746,-4.01191,-0.01059
-2.12015,0.408362,0.197748,0.441983
-0.848671,1.60088,0.0877845,0.427462
-0.466468,2.01726,3.57961,0.299653
2.33775,2.54439,0.218014,0.66645
-1.99883,1.72884,-0.977587,-0.266851
-0.647739,1.70552,-2.19557,0.263487
0.0341101,1.30038,-0.651643,0.0806055
-0.41351,2.47166,0.390213,-0.0210674
-0.214389,1.35043,2.31974,0.360761
-1.29586,3.36241,-1.09543,-1.34167
-1.65367,1.23589,0.204291,0.363177
0.874014,2.84672,2.34606,1.88178
0.314512,0.28015,-0.222374,1.23725
-0.368157,0.266832,4.41123,1.29979
0.780327,0.560224,0.566061,0.418056
1.14336,2.6276,-0.618476,0.495142
-2.06105,1.52746,-0.83842,0.909805
0.20946,3.87104,-0.212612,-0.270835
1.58847,2.82925,1.97376,0.681287
1.29104,2.3366,2.55945,-1.02637
1.10051,2.75136,-0.579431,-1.00502
0.932181,1.0169,3.17079,0.460306
1.22682,1.80752,-3.03273,1.78138
-1.66391,2.25327,-3.35991,1.05861
-0.022949,1.79715,-0.697106,-0.931159
-1.44314,2.14554,-0.435136,0.0657073
-0.229199,-0.00566194,-0.109755,-0.357811
0.765995,1.44473,-0.0701567,0.18729
1.69238,2.27413,-2.98729,0.613341
3.2467,1.79834,0.622476,-0.270121
-1.54241,1.32293,0.171468,-0.218289
3.84148,1.85955,-0.143316,-0.551628
-2.35368,-1.61957,-0.346979,0.762062
-0.386058,1.29312,-4.60632,-0.359662
1.51271,1.39579,1.77057,-0.388684
-0.875897,0.209806,0.607322,0.311454
0.367429,1.8752,-3.01849,0.152323
0.119751,1.93632,-1.16936,0.547877
-0.541349,1.41586,0.0859063,-0.315386
1.70167,1.58487,0.0809419,-1.4872
-1.3971,1.98238,-1.1553,-1.30838
-1.79914,2.72299,0.499352,1.8043
-0.107852,2.46071,-0.130303,0.398994
-1.16588,1.91568,0.0470721,0.5227
0.537648,0.0288095,3.68053,-0.444171
0.996057,1.2914,-0.477335,0.458976
0.646674,1.89031,1.22586,0.117068
-2.52143,1.3664,1.92747,-0.00115175
0.866096,3.83941,-1.07228,1.7303
2.11541,2.73703,-1.03375,1.39386
1.67482,-0.262126,-0.19573,1.20998
1.18398,1.78548,6.39158,0.434049
1.16867,1.82388,-0.0233754,0.222755
-0.949033,1.95008,0.900115,-0.438477
2.03933,1.79281,-0.827652,0.271064
-1.39511,1.26411,-0.351347,-0.394945
1.56111,2.53295,1.09613,1.28872
-0.796273,1.56308,-0.452572,0.166471
0.300168,0.291911,-1.50542,0.605112
-0.258766,1.66733,0.0342838,1.10735
0.0103246,1.02602,0.258473,0.514483
0.102583,0.887288,-0.569367,-0.273081
0.694717,2.56918,-0.488178,-0.336559
-1.45952,1.24683,1.2715,-0.604704
1.24446,0.689296,-0.291414,0.768845
-1.12656,1.23657,-0.301697,0.923829
1.05876,-0.230802,-0.481964,0.600978
-0.632398,1.49908,0.659634,0.327552
-1.25479,0.639349,-3.11347,-0.953031
-1.7586,2.10912,1.88435,0.401234
-1.96923,0.528528,0.670915,-0.3245
0.206817,1.88397,-1.61471,0.662124
-0.223362,2.76671,0.343901,-1.09653
0.681683,0.426452,0.948644,0.180116
-0.883131,3.37311,0.626497,0.323398
0.10579,1.98291,0.077553,0.721135
-0.327498,1.43026,0.368257,-0.673001
1.81788,2.06662,0.771099,0.0637857
-1.4681,0.817881,-0.854141,-0.216241
-1.15193,2.54913,-0.4775,0.0277334
0.0648259,1.30856,2.0167,0.702622
1.1026,-0.0153753,-0.766654,-0.125473
-0.241934,1.6457,-0.704852,0.323125
-0.889347,1.65591,-0.0155442,-0.28644
1.29671,1.26705,-2.05697,0.358403
1.36917,0.0438134,0.234164,1.23822
1.82029,2.95506,0.243407,0.26338
-0.438379,3.06816,-1.60503,0.649393
1.09221,2.34223,2.68044,-0.554943
-1.29097,2.03275,-0.253336,-0.819505
-0.0810032,0.752501,-0.950259,1.20205
-1.43782,1.70392,-0.174607,0.815374
0.620434,1.00425,-2.17645,0.191979
0.168365,-0.45439,-0.763691,-0.287818
0.621847,3.12416,0.163362,0.241697
-2.61643,1.09653,-4.14165,0.715783
-0.458297,2.81199,-0.272575,0.279172
0.587735,1.59408,-0.0740774,-0.0600189
-2.65357,2.20752,1.05625,-0.495957
-1.23413,1.6192,0.519491,-0.612929
1.27105,2.48651,-0.885882,-1.26489
1.22025,2.65062,1.92087,-0.189646
-0.791282,2.91826,-0.838218,1.5622
-0.051688,2.22315,0.269315,-0.264237
-1.6414,1.555,-0.668588,-0.885939
-0.113068,0.397491,0.0308411,0.752489
-0.572468,2.46784,-0.451743,-1.03658
-1.51464,1.21893,0.656241,1.25507
2.91967,1.76499,0.603547,0.216197
-0.894914,1.64444,0.681206,0.0139645
-3.26051,2.34328,-0.361045,-0.512604
1.11867,2.15587,-0.81335,-0.186524
-1.00955,0.93931,-0.805558,0.832106
0.875596,1.85895,0.287687,0.138145
1.53565,1.54674,-0.906647,-0.163476
-0.478971,1.01842,-0.168691,0.877978
3.10278,1.3933,-0.836606,0.170579
0.217281,1.66703,-0.703084,1.21954
-0.368517,2.93745,-0.523627,-0.79786
1.54074,2.24521,-2.4506,-1.24226
-2.20841,1.95518,-1.29964,0.587291
0.713654,1.93223,2.22195,-0.301319
-1.50244,1.22725,-0.695036,-0.245872
-0.594661,3.53524,0.765818,-0.273925
-0.50431,1.82402,1.77716,1.44554
1.41313,0.305388,3.22264,-1.13217
-1.90917,1.55117,0.452179,-0.260729
-0.39099,-0.143051,0.188724,0.0144111
2.57217,-1.21457,-0.628224,-0.0318205
-0.172165,1.24442,-1.82314,0.086851
-0.439203,1.94849,-0.457524,-0.122108
-0.116438,1.89531,-0.471554,0.741275
0.272288,1.32185,-1.02532,0.350898
1.40393,1.41263,-2.99294,-0.218078
0.880431,0.0738405,-0.658934,-0.423726
-1.29785,2.53299,4.10559,0.36915
-1.63088,2.83338,-0.263974,0.248712
0.530858,2.07583,-3.68379,2.57668
-1.23905,2.60637,-0.314261,-0.349436
0.279534,-0.196155,-2.85459,0.34915
0.204337,-0.503617,0.16472,0.82064
1.942,1.77458,-0.644358,-0.615334
-1.47685,0.883577,0.850939,0.361409
-1.74002,2.17268,0.411208,0.588069
0.618273,1.87701,1.02103,1.05779
-2.5914,-1.00705,0.245896,1.4253
0.109998,3.0225,0.510428,0.34117
-1.3903,1.24952,0.171807,1.40425
-0.346984,2.37173,-0.232856,0.419068
-1.33372,2.13088,-0.663294,1.00139
0.433154,2.57742,0.605947,-0.152122
-1.46498,1.21326,-0.610052,-0.502455
-0.2565,3.59657,-2.56749,0.0810223
4.31519,2.28771,-0.309191,-0.291283
-0.912352,2.12095,4.25771,-0.107524
-1.79911,1.16153,0.602892,-0.415025
0.963579,2.2033,-0.811365,0.33141
0.224583,0.654532,1.76091,0.841232
-0.324474,1.9875,-0.322528,-0.902347
2.40234,0.885401,1.30956,0.18054
0.331041,0.857675,5.18801,0.486286
1.77544,2.82616,-0.0720446,-0.252046
-1.92484,2.19391,-0.608821,-0.473093
-1.31882,2.05698,1.17576,0.148646
-0.07082,1.72978,0.136851,-1.07691
2.43118,-0.0816262,-0.1846,-0.539841
-0.942238,2.22922,0.0366451,-0.392984
-1.71946,1.94857,0.0376384,0.191928
-0.702165,2.53802,1.76503,-0.502003
-2.14803,1.4366,4.86709,0.283834
-3.67858,0.522997,-1.85245,-0.224754
0.731744,1.63011,4.28864,1.28098
0.419791,1.12433,-0.478934,0.161472
-0.202944,2.44684,-1.43911,1.56282
-0.211886,0.146925,-0.735534,-0.15626
0.185862,2.75407,-5.41599,-2.4494
-3.86452,0.296877,1.05024,-0.20234
-2.2889,1.02057,-1.348,0.490803
0.719988,1.4165,0.274883,0.159429
-0.688266,2.90652,0.702377,-0.385843
0.645321,3.38923,-0.0973802,0.263273
2.86299,0.39952,-2.00481,-0.772021
1.56853,-0.317341,0.229585,0.267274
0.544603,1.71405,-0.112259,-0.0152616
-0.0519081,0.601442,-1.43978,-0.682359
4.17035,2.5052,-0.939853,-0.365857
1.43357,1.72482,-0.341798,-0.413603
-1.39777,0.168451,-0.0675515,1.386
-2.23266,2.12391,0.332627,0.42898
-0.0207332,1.90825,1.00095,0.422025
2.06136,1.98287,-2.06501,0.260216
-0.548703,2.94236,-5.78214,0.501723
-1.62449,-0.0578887,-0.784264,1.00051
2.50126,-0.20974,-0.751198,-1.39459
1.32609,1.69713,-0.556614,0.254773
2.04629,0.160279,-0.379401,0.307276
-3.39612,2.29185,-3.20388,-0.589823
-1.03967,2.56911,-4.66546,0.28245
-2.95796,2.32999,5.07783,1.35174
0.589439,1.41261,-2.73315,0.317765
-1.6941,1.92454,-0.509832,1.14291
1.18881,0.761738,0.233239,1.06419
1.70447,1.92957,0.520172,-0.11635
4.92385,2.22263,-0.0456458,0.00761283
1.16091,2.15824,-2.71287,0.87067
-1.24591,-0.197876,0.118424,-0.259016
1.34704,0.309611,0.500663,0.366227
1.56368,0.183071,-1.44409,-0.530966
-0.203221,2.16395,0.600402,0.189443
-0.250655,-0.829964,-0.314314,0.348949
0.462051,2.63309,0.841076,0.489223
-0.371722,-0.300116,1.47497,-1.78485
0.495218,0.145771,-1.32073,0.362718
-1.69274,0.478881,2.74167,0.175114
1.26209,1.18676,-0.24286,0.419664
1.65844,1.50464,0.112978,0.721144
1.03249,1.36697,1.40579,-0.267639
1.13537,2.72638,-0.844976,0.415545
-1.01158,2.20629,-0.701409,0.402036
0.102102,1.97701,-3.5671,0.32268
0.635376,-0.319956,0.48498,-1.07596
3.08354,0.569906,0.317687,0.434542
-1.0081,2.96932,-1.11145,-0.283451
-3.63596,2.42489,-0.632117,-0.589936
0.205379,-1.76912,2.12468,0.136496
-3.16851,3.34596,2.96689,0.711428
1.2026,2.37215,-0.679086,0.227849
0.751304,2.78678,0.108581,-0.0512448
-0.836973,2.86658,-0.886525,0.0607814
-0.0855825,1.64829,0.388811,-0.829624
-1.26959,3.22894,0.571957,0.228422
-1.16058,3.14742,0.0805041,0.173065
-3.85617,1.68034,4.09929,-0.102782
-1.44866,2.52114,0.880656,-0.686599
-1.02523,3.13147,-0.477941,0.101865
1.14922,0.183134,-1.96801,0.0625125
-0.203885,1.47815,1.29578,1.10427
-0.586095,1.73679,-0.164082,0.379806
0.607744,-0.685124,-0.24866,-0.264423
1.82774,1.82792,1.15507,0.0270689
0.133798,3.10957,-0.829819,0.0152774
0.789717,3.20339,2.29978,0.175879
3.32817,1.29227,4.32778,-0.387518
1.0855,1.68082,2.20281,-0.420213
-0.289932,2.45724,-0.732519,-0.0644317
-1.50005,2.54851,-1.16297,0.069393
-0.600113,3.30225,1.04399,-0.845381
0.466227,0.00183243,0.45397,0.341159
-1.56806,1.887,-1.49806,-1.32817
-3.31118,2.81639,-0.856546,-0.176901
-2.40124,2.22783,-1.72523,0.476215
-0.693021,-0.250013,0.889422,0.479031
-0.0372538,1.71878,0.254978,1.13758
-0.419126,2.10863,1.30569,-0.937912
-3.33863,1.20427,-0.360578,0.489926
0.176812,1.06215,-0.382842,0.975822
-0.786699,2.46704,-2.28674,0.318315
0.401347,2.40078,0.967756,0.821836
-1.63899,0.0448308,-1.17128,-0.82464
0.0268745,2.94427,-0.473945,0.00268888
-0.336534,2.9231,-0.69515,0.532488
1.21599,1.51235,2.14576,-0.158495
-1.46492,-0.6068,-0.654651,-1.98516
0.677239,1.38727,-0.496491,-0.637691
1.56365,0.426047,-0.579154,0.842844
1.59347,1.78646,0.546785,-1.00745
0.325516,2.44395,-1.60698,-1.24758
1.88091,2.63918,-0.616232,1.09754
-0.507563,2.51349,-0.129471,-0.20572
-1.40984,0.376745,0.288648,-0.094071
-0.867036,1.92197,1.36182,-0.509775
0.61392,2.98008,1.07943,0.0638315
-1.10808,2.54786,-6.17455,0.179168
-1.04856,1.11685,-1.18283,0.336615
2.85883,2.54784,1.19606,0.00997617
1.8456,-0.0525747,1.78925,-0.506887
2.85443,-0.392695,-0.75445,1.14493
0.221381,-0.926189,-2.47495,-0.0360221
0.760511,4.01548,-0.515399,0.0780101
2.2431,1.82479,-0.0594052,0.0395323
0.460634,1.33879,-0.251512,1.2557
1.69666,2.28691,1.61397,0.179232
2.21086,3.61015,0.00686956,-0.675891
-3.07258,2.25669,-2.63156,0.191186
-0.353217,1.23643,-1.14924,0.425681
1.42524,-1.86922,0.471657,1.06686
-0.735116,1.65627,-1.6977,0.697524
-1.25472,-0.401143,-0.234071,0.347663
0.389286,1.71186,-0.965285,-1.03261
-2.35669,-0.283073,0.128816,1.0673
1.39549,1.21604,-0.738384,0.121859
0.942712,1.16548,-2.08253,-0.0819897
-1.1893,-0.479553,-1.78336,-0.205736
0.348119,1.5697,-1.75995,-0.007485
-0.891248,0.616171,0.629722,1.86055
-4.01713,0.0536692,-0.662919,0.965542
2.18332,-0.76854,4.21329,-0.12361
3.79157,2.23095,1.2414,-0.598053
1.11288,3.15965,0.30184,1.38557
0.495986,2.43523,2.14671,-0.571263
0.176024,0.271513,-0.29505,-0.762492
1.58698,-0.0395832,0.475055,0.668546
1.25213,0.123677,-1.17557,0.52559
-1.25761,0.705731,-0.211376,-0.925237
0.0399885,2.76374,1.09656,-0.880953
-0.634016,1.81635,0.198175,-1.20911
-1.2058,2.53292,-0.0428856,-0.116899
-1.40548,1.78801,0.285259,0.476043
-0.366506,0.48927,-0.707579,0.120146
0.0172107,0.688725,0.162711,-1.1718
2.40028,0.172167,2.26328,-0.237535
-1.50801,1.28109,0.0937569,0.0267653
-0.580991,1.74936,-0.880855,0.242404
-2.58512,2.18951,-0.534779,0.141567
-1.51278,1.75322,1.84956,-0.655731
2.04629,1.63734,-2.88834,0.664055
-1.10011,0.450227,-1.04685,-1.05366
0.695648,3.02254,1.97736,-0.0467439
-0.835667,1.9236,1.51131,-0.161531
1.85959,2.23253,-1.65079,-0.663645
-0.973121,1.61694,4.12891,-0.567969
0.487784,1.996,0.423285,0.315445
-0.450164,2.24906,1.47794,-0.190757
0.744125,0.993625,-2.48087,-0.433069
0.262836,1.00501,-0.373814,-0.0036245
1.47098,2.06673,0.357297,-0.259307
-1.90074,2.61628,3.16925,0.625973
-0.897951,1.364,-0.551226,-0.785074
2.12068,2.14977,1.8145,0.723162
0.954385,1.58442,-1.99394,0.433992
-0.580023,0.35603,0.0555195,-0.631371
2.00657,2.07396,-2.43224,1.30804
-2.39454,1.77821,3.07726,-0.677918
-0.694066,1.14548,-0.12858,1.3361
-1.02062,1.89871,-0.280345,-1.82715
-2.90328,0.179088,0.632239,1.70328
1.57183,2.85101,0.840436,-0.32372
-0.109022,1.86209,0.305205,-1.15048
0.851349,1.52508,-0.53507,0.20929
2.80398,2.71515,0.720278,0.681086
1.88156,1.51227,0.328496,0.815232
-0.248011,3.17773,-0.56999,-1.07048
-3.45579,-0.445523,-6.82676,-0.249167
2.82251,1.36176,-0.193111,-0.072102
-0.850843,0.266181,-0.257273,-0.171421
1.26431,0.846936,2.2052,-0.541917
-0.705182,-1.18132,-1.43974,0.1578
0.412905,-1.29138,-0.361048,0.585327
-3.1099,-0.473561,-1.33029,-1.0745
-2.52961,1.76536,0.600605,-1.37908
0.574545,1.9971,0.108492,-0.425718
-0.416156,2.50528,-0.714896,0.0957191
-0.413972,1.00405,0.991455,0.699721
2.57133,2.23923,-0.926044,1.06091
-1.11182,0.500878,0.600509,0.149159
-1.90923,-2.28839,0.239054,-0.869092
-1.34689,-0.16277,4.64238,0.424953
2.05493,-1.20787,0.373758,0.323627
-2.08169,3.13882,0.827834,0.81917
-2.46854,0.0303523,0.428916,-0.0788665
-0.772746,2.75286,0.478185,-0.764344
-3.13933,-0.80429,-0.211031,2.1128
-0.125623,0.0513596,-0.229947,-1.03493
-1.08415,2.87885,-0.951276,0.77847
-1.4437,-0.127173,4.09671,-0.841791
-2.02319,1.80561,0.922359,-0.0654929
-0.30875,3.01437,0.825524,0.0850688
0.918142,3.57728,-0.702692,-0.347496
0.339339,0.535574,0.0633394,0.335896
-0.472364,0.640896,0.760028,1.15808
2.42413,-0.0437504,0.343478,-0.804491
0.764737,1.68151,-0.720761,-0.774372
1.87758,-1.32555,-0.114095,-0.364418
-1.39755,0.865646,0.0178187,1.05341
2.38332,0.495795,-0.54576,-0.141259
1.42245,0.699276,-1.27314,0.480579
-1.9915,1.34849,-1.25142,0.933431
-2.09321,0.00386626,-3.6363,0.587991
0.502103,-0.934902,-0.0113422,-0.275065
-0.831969,2.12239,-2.48709,0.875754
1.02067,2.65883,0.0261088,0.389088
-1.10587,1.39479,-1.12706,-0.204374
-1.47493,1.89061,0.134133,0.529411
-0.461287,1.67169,-0.242247,-0.0139329
-0.640429,-0.333145,0.532907,-0.606317
0.229469,2.60405,0.357775,-1.22101
0.884696,1.35289,-0.947311,-0.249905
0.018963,-0.389185,-0.247026,0.0484188
-1.95248,1.85144,-0.235861,-2.07512
-2.44147,1.38331,-0.0951442,-0.191023
-0.189354,2.57989,0.47911,-0.107501
0.430904,0.00956796,-1.25954,-0.215508
0.205005,1.42276,-2.45063,-0.0752622
0.936727,1.22864,0.84297,0.996636
-0.179162,1.37828,-1.56327,-0.216893
-1.65277,1.91932,-3.30594,1.20931
-0.423325,2.06938,-0.0478309,-1.58444
-1.82635,3.19171,-0.120369,-1.42681
-1.03342,2.03504,-4.44557,0.259637
0.252227,2.27436,-0.381081,-0.969946
2.0009,0.589242,-1.73204,0.62698
0.943666,1.7173,0.298552,-0.284785
-0.588322,1.369,1.86146,-0.0865153
-2.64605,-0.652733,-0.398316,-0.342743
1.13171,3.1175,-0.0157528,-0.210789
1.69057,0.788433,-0.582958,0.134558
-1.31725,1.56661,0.404637,0.708902
2.14556,2.62434,-0.180513,-0.0769206
-0.950116,0.798108,-3.4027,-1.3592
-0.724046,1.0628,-1.0431,-0.166105
-1.43985,-0.0630936,-2.38188,-0.309519
1.18337,1.65484,-1.53108,-2.03065
-1.0836,1.83042,-0.23208,0.208616
-0.50093,1.93386,-0.5263,0.00603889
2.63199,2.1905,0.533552,0.735217
0.470438,3.10612,0.497194,-0.118848
0.982334,1.72002,0.868016,0.623142
-1.74908,3.15703,-0.0939528,-0.0443896
-0.00273021,1.78901,-1.25786,-0.238366
4.05118,2.31029,0.143788,0.792262
-0.621083,-0.830507,4.11899,0.0582651
0.108888,2.42591,0.565962,0.0856371
0.933862,-0.373595,-1.05237,-0.167987
-0.219733,-0.509156,-2.26321,-0.854902
-0.45231,2.61408,0.122607,0.330572
-1.64372,2.30086,0.402672,-0.610856
2.81316,3.19727,-0.178403,0.544327
-1.83671,1.94987,-2.24756,0.821515
-0.802626,2.31751,-1.09359,0.892318
1.57219,1.74292,1.17771,-0.155135
-2.679,1.67855,0.362142,-0.213219
0.0746915,1.39726,0.0383919,0.0487218
-0.68636,3.30308,0.132765,0.225147
1.01952,0.932809,-1.10593,-0.338805
0.639268,1.74324,0.430691,0.0139434
2.7218,1.21825,-0.68404,0.336117
-0.647438,1.12055,0.913083,-0.740489
